LSiSi/LNaNa,LSiSi/LHH,log_a,log_b
b,c,1.67,2.0
b,c,1.6800000000000002,1.0699999999999998
b,c,1.6800000000000002,1.08
b,c,1.6800000000000002,1.0899999999999999
b,c,1.6800000000000002,1.1
b,c,1.6800000000000002,1.1099999999999999
b,c,1.6800000000000002,1.12
b,c,1.6800000000000002,1.13
b,c,1.6800000000000002,1.1400000000000001
b,c,1.6800000000000002,1.15
b,c,1.6800000000000002,1.1600000000000001
b,c,1.6800000000000002,1.17
b,c,1.6800000000000002,1.1800000000000002
b,c,1.6800000000000002,1.19
b,c,1.6800000000000002,1.2000000000000002
b,c,1.6800000000000002,1.21
b,c,1.6800000000000002,1.2200000000000002
b,c,1.6800000000000002,1.23
b,c,1.6800000000000002,1.2400000000000002
b,c,1.6800000000000002,1.25
b,c,1.6800000000000002,1.2599999999999998
b,c,1.6800000000000002,1.27
b,c,1.6800000000000002,1.2799999999999998
b,c,1.6800000000000002,1.29
b,c,1.6800000000000002,1.2999999999999998
b,c,1.6800000000000002,1.31
b,c,1.6800000000000002,1.3199999999999998
b,c,1.6800000000000002,1.33
b,c,1.6800000000000002,1.3399999999999999
b,c,1.6800000000000002,1.35
b,c,1.6800000000000002,1.3599999999999999
b,c,1.6800000000000002,1.37
b,c,1.6800000000000002,1.38
b,c,1.6800000000000002,1.3900000000000001
b,c,1.6800000000000002,1.4
b,c,1.6800000000000002,1.4100000000000001
b,c,1.6800000000000002,1.42
b,c,1.6800000000000002,1.4300000000000002
b,c,1.6800000000000002,1.44
b,c,1.6800000000000002,1.4500000000000002
b,c,1.6800000000000002,1.46
b,c,1.6800000000000002,1.4700000000000002
b,c,1.6800000000000002,1.48
b,c,1.6800000000000002,1.4900000000000002
b,c,1.6800000000000002,1.5
b,c,1.6800000000000002,1.5099999999999998
b,c,1.6800000000000002,1.52
b,c,1.6800000000000002,1.5299999999999998
b,c,1.6800000000000002,1.54
b,c,1.6800000000000002,1.5499999999999998
b,c,1.6800000000000002,1.56
b,c,1.6800000000000002,1.5699999999999998
b,c,1.6800000000000002,1.58
b,c,1.6800000000000002,1.5899999999999999
b,c,1.6800000000000002,1.6
b,c,1.6800000000000002,1.6099999999999999
b,c,1.6800000000000002,1.62
b,c,1.6800000000000002,1.63
b,c,1.6800000000000002,1.6400000000000001
b,c,1.6800000000000002,1.65
b,c,1.6800000000000002,1.6600000000000001
b,c,1.6800000000000002,1.67
b,c,1.6800000000000002,1.6800000000000002
b,c,1.6800000000000002,1.69
b,c,1.6800000000000002,1.7000000000000002
b,c,1.6800000000000002,1.71
b,c,1.6800000000000002,1.7200000000000002
b,c,1.6800000000000002,1.73
b,c,1.6800000000000002,1.7400000000000002
b,c,1.6800000000000002,1.75
b,c,1.6800000000000002,1.7599999999999998
b,c,1.6800000000000002,1.77
b,c,1.6800000000000002,1.7799999999999998
b,c,1.6800000000000002,1.79
b,c,1.6800000000000002,1.7999999999999998
b,c,1.6800000000000002,1.81
b,c,1.6800000000000002,1.8199999999999998
b,c,1.6800000000000002,1.83
b,c,1.6800000000000002,1.8399999999999999
b,c,1.6800000000000002,1.85
b,c,1.6800000000000002,1.8599999999999999
b,c,1.6800000000000002,1.87
b,c,1.6800000000000002,1.88
b,c,1.6800000000000002,1.8900000000000001
b,c,1.6800000000000002,1.9
b,c,1.6800000000000002,1.9100000000000001
b,c,1.6800000000000002,1.92
b,c,1.6800000000000002,1.9300000000000002
b,c,1.6800000000000002,1.94
b,c,1.6800000000000002,1.9500000000000002
b,c,1.6800000000000002,1.96
b,c,1.6800000000000002,1.9700000000000002
b,c,1.6800000000000002,1.98
b,c,1.6800000000000002,1.9900000000000002
b,c,1.6800000000000002,2.0
b,c,1.69,1.0699999999999998
b,c,1.69,1.08
b,c,1.69,1.0899999999999999
b,c,1.69,1.1
b,c,1.69,1.1099999999999999
b,c,1.69,1.12
b,c,1.69,1.13
b,c,1.69,1.1400000000000001
b,c,1.69,1.15
b,c,1.69,1.1600000000000001
b,c,1.69,1.17
b,c,1.69,1.1800000000000002
b,c,1.69,1.19
b,c,1.69,1.2000000000000002
b,c,1.69,1.21
b,c,1.69,1.2200000000000002
b,c,1.69,1.23
b,c,1.69,1.2400000000000002
b,c,1.69,1.25
b,c,1.69,1.2599999999999998
b,c,1.69,1.27
b,c,1.69,1.2799999999999998
b,c,1.69,1.29
b,c,1.69,1.2999999999999998
b,c,1.69,1.31
b,c,1.69,1.3199999999999998
b,c,1.69,1.33
b,c,1.69,1.3399999999999999
b,c,1.69,1.35
b,c,1.69,1.3599999999999999
b,c,1.69,1.37
b,c,1.69,1.38
b,c,1.69,1.3900000000000001
b,c,1.69,1.4
b,c,1.69,1.4100000000000001
b,c,1.69,1.42
b,c,1.69,1.4300000000000002
b,c,1.69,1.44
b,c,1.69,1.4500000000000002
b,c,1.69,1.46
b,c,1.69,1.4700000000000002
b,c,1.69,1.48
b,c,1.69,1.4900000000000002
b,c,1.69,1.5
b,c,1.69,1.5099999999999998
b,c,1.69,1.52
b,c,1.69,1.5299999999999998
b,c,1.69,1.54
b,c,1.69,1.5499999999999998
b,c,1.69,1.56
b,c,1.69,1.5699999999999998
b,c,1.69,1.58
b,c,1.69,1.5899999999999999
b,c,1.69,1.6
b,c,1.69,1.6099999999999999
b,c,1.69,1.62
b,c,1.69,1.63
b,c,1.69,1.6400000000000001
b,c,1.69,1.65
b,c,1.69,1.6600000000000001
b,c,1.69,1.67
b,c,1.69,1.6800000000000002
b,c,1.69,1.69
b,c,1.69,1.7000000000000002
b,c,1.69,1.71
b,c,1.69,1.7200000000000002
b,c,1.69,1.73
b,c,1.69,1.7400000000000002
b,c,1.69,1.75
b,c,1.69,1.7599999999999998
b,c,1.69,1.77
b,c,1.69,1.7799999999999998
b,c,1.69,1.79
b,c,1.69,1.7999999999999998
b,c,1.69,1.81
b,c,1.69,1.8199999999999998
b,c,1.69,1.83
b,c,1.69,1.8399999999999999
b,c,1.69,1.85
b,c,1.69,1.8599999999999999
b,c,1.69,1.87
b,c,1.69,1.88
b,c,1.69,1.8900000000000001
b,c,1.69,1.9
b,c,1.69,1.9100000000000001
b,c,1.69,1.92
b,c,1.69,1.9300000000000002
b,c,1.69,1.94
b,c,1.69,1.9500000000000002
b,c,1.69,1.96
b,c,1.69,1.9700000000000002
b,c,1.69,1.98
b,c,1.69,1.9900000000000002
b,c,1.69,2.0
b,c,1.7000000000000002,1.06
b,c,1.7000000000000002,1.0699999999999998
b,c,1.7000000000000002,1.08
b,c,1.7000000000000002,1.0899999999999999
b,c,1.7000000000000002,1.1
b,c,1.7000000000000002,1.1099999999999999
b,c,1.7000000000000002,1.12
b,c,1.7000000000000002,1.13
b,c,1.7000000000000002,1.1400000000000001
b,c,1.7000000000000002,1.15
b,c,1.7000000000000002,1.1600000000000001
b,c,1.7000000000000002,1.17
b,c,1.7000000000000002,1.1800000000000002
b,c,1.7000000000000002,1.19
b,c,1.7000000000000002,1.2000000000000002
b,c,1.7000000000000002,1.21
b,c,1.7000000000000002,1.2200000000000002
b,c,1.7000000000000002,1.23
b,c,1.7000000000000002,1.2400000000000002
b,c,1.7000000000000002,1.25
b,c,1.7000000000000002,1.2599999999999998
b,c,1.7000000000000002,1.27
b,c,1.7000000000000002,1.2799999999999998
b,c,1.7000000000000002,1.29
b,c,1.7000000000000002,1.2999999999999998
b,c,1.7000000000000002,1.31
b,c,1.7000000000000002,1.3199999999999998
b,c,1.7000000000000002,1.33
b,c,1.7000000000000002,1.3399999999999999
b,c,1.7000000000000002,1.35
b,c,1.7000000000000002,1.3599999999999999
b,c,1.7000000000000002,1.37
b,c,1.7000000000000002,1.38
b,c,1.7000000000000002,1.3900000000000001
b,c,1.7000000000000002,1.4
b,c,1.7000000000000002,1.4100000000000001
b,c,1.7000000000000002,1.42
b,c,1.7000000000000002,1.4300000000000002
b,c,1.7000000000000002,1.44
b,c,1.7000000000000002,1.4500000000000002
b,c,1.7000000000000002,1.46
b,c,1.7000000000000002,1.4700000000000002
b,c,1.7000000000000002,1.48
b,c,1.7000000000000002,1.4900000000000002
b,c,1.7000000000000002,1.5
b,c,1.7000000000000002,1.5099999999999998
b,c,1.7000000000000002,1.52
b,c,1.7000000000000002,1.5299999999999998
b,c,1.7000000000000002,1.54
b,c,1.7000000000000002,1.5499999999999998
b,c,1.7000000000000002,1.56
b,c,1.7000000000000002,1.5699999999999998
b,c,1.7000000000000002,1.58
b,c,1.7000000000000002,1.5899999999999999
b,c,1.7000000000000002,1.6
b,c,1.7000000000000002,1.6099999999999999
b,c,1.7000000000000002,1.62
b,c,1.7000000000000002,1.63
b,c,1.7000000000000002,1.6400000000000001
b,c,1.7000000000000002,1.65
b,c,1.7000000000000002,1.6600000000000001
b,c,1.7000000000000002,1.67
b,c,1.7000000000000002,1.6800000000000002
b,c,1.7000000000000002,1.69
b,c,1.7000000000000002,1.7000000000000002
b,c,1.7000000000000002,1.71
b,c,1.7000000000000002,1.7200000000000002
b,c,1.7000000000000002,1.73
b,c,1.7000000000000002,1.7400000000000002
b,c,1.7000000000000002,1.75
b,c,1.7000000000000002,1.7599999999999998
b,c,1.7000000000000002,1.77
b,c,1.7000000000000002,1.7799999999999998
b,c,1.7000000000000002,1.79
b,c,1.7000000000000002,1.7999999999999998
b,c,1.7000000000000002,1.81
b,c,1.7000000000000002,1.8199999999999998
b,c,1.7000000000000002,1.83
b,c,1.7000000000000002,1.8399999999999999
b,c,1.7000000000000002,1.85
b,c,1.7000000000000002,1.8599999999999999
b,c,1.7000000000000002,1.87
b,c,1.7000000000000002,1.88
b,c,1.7000000000000002,1.8900000000000001
b,c,1.7000000000000002,1.9
b,c,1.7000000000000002,1.9100000000000001
b,c,1.7000000000000002,1.92
b,c,1.7000000000000002,1.9300000000000002
b,c,1.7000000000000002,1.94
b,c,1.7000000000000002,1.9500000000000002
b,c,1.7000000000000002,1.96
b,c,1.7000000000000002,1.9700000000000002
b,c,1.7000000000000002,1.98
b,c,1.7000000000000002,1.9900000000000002
b,c,1.7000000000000002,2.0
b,c,1.71,1.06
b,c,1.71,1.0699999999999998
b,c,1.71,1.08
b,c,1.71,1.0899999999999999
b,c,1.71,1.1
b,c,1.71,1.1099999999999999
b,c,1.71,1.12
b,c,1.71,1.13
b,c,1.71,1.1400000000000001
b,c,1.71,1.15
b,c,1.71,1.1600000000000001
b,c,1.71,1.17
b,c,1.71,1.1800000000000002
b,c,1.71,1.19
b,c,1.71,1.2000000000000002
b,c,1.71,1.21
b,c,1.71,1.2200000000000002
b,c,1.71,1.23
b,c,1.71,1.2400000000000002
b,c,1.71,1.25
b,c,1.71,1.2599999999999998
b,c,1.71,1.27
b,c,1.71,1.2799999999999998
b,c,1.71,1.29
b,c,1.71,1.2999999999999998
b,c,1.71,1.31
b,c,1.71,1.3199999999999998
b,c,1.71,1.33
b,c,1.71,1.3399999999999999
b,c,1.71,1.35
b,c,1.71,1.3599999999999999
b,c,1.71,1.37
b,c,1.71,1.38
b,c,1.71,1.3900000000000001
b,c,1.71,1.4
b,c,1.71,1.4100000000000001
b,c,1.71,1.42
b,c,1.71,1.4300000000000002
b,c,1.71,1.44
b,c,1.71,1.4500000000000002
b,c,1.71,1.46
b,c,1.71,1.4700000000000002
b,c,1.71,1.48
b,c,1.71,1.4900000000000002
b,c,1.71,1.5
b,c,1.71,1.5099999999999998
b,c,1.71,1.52
b,c,1.71,1.5299999999999998
b,c,1.71,1.54
b,c,1.71,1.5499999999999998
b,c,1.71,1.56
b,c,1.71,1.5699999999999998
b,c,1.71,1.58
b,c,1.71,1.5899999999999999
b,c,1.71,1.6
b,c,1.71,1.6099999999999999
b,c,1.71,1.62
b,c,1.71,1.63
b,c,1.71,1.6400000000000001
b,c,1.71,1.65
b,c,1.71,1.6600000000000001
b,c,1.71,1.67
b,c,1.71,1.6800000000000002
b,c,1.71,1.69
b,c,1.71,1.7000000000000002
b,c,1.71,1.71
b,c,1.71,1.7200000000000002
b,c,1.71,1.73
b,c,1.71,1.7400000000000002
b,c,1.71,1.75
b,c,1.71,1.7599999999999998
b,c,1.71,1.77
b,c,1.71,1.7799999999999998
b,c,1.71,1.79
b,c,1.71,1.7999999999999998
b,c,1.71,1.81
b,c,1.71,1.8199999999999998
b,c,1.71,1.83
b,c,1.71,1.8399999999999999
b,c,1.71,1.85
b,c,1.71,1.8599999999999999
b,c,1.71,1.87
b,c,1.71,1.88
b,c,1.71,1.8900000000000001
b,c,1.71,1.9
b,c,1.71,1.9100000000000001
b,c,1.71,1.92
b,c,1.71,1.9300000000000002
b,c,1.71,1.94
b,c,1.71,1.9500000000000002
b,c,1.71,1.96
b,c,1.71,1.9700000000000002
b,c,1.71,1.98
b,c,1.71,1.9900000000000002
b,c,1.71,2.0
b,c,1.7200000000000002,1.0499999999999998
b,c,1.7200000000000002,1.06
b,c,1.7200000000000002,1.0699999999999998
b,c,1.7200000000000002,1.08
b,c,1.7200000000000002,1.0899999999999999
b,c,1.7200000000000002,1.1
b,c,1.7200000000000002,1.1099999999999999
b,c,1.7200000000000002,1.12
b,c,1.7200000000000002,1.13
b,c,1.7200000000000002,1.1400000000000001
b,c,1.7200000000000002,1.15
b,c,1.7200000000000002,1.1600000000000001
b,c,1.7200000000000002,1.17
b,c,1.7200000000000002,1.1800000000000002
b,c,1.7200000000000002,1.19
b,c,1.7200000000000002,1.2000000000000002
b,c,1.7200000000000002,1.21
b,c,1.7200000000000002,1.2200000000000002
b,c,1.7200000000000002,1.23
b,c,1.7200000000000002,1.2400000000000002
b,c,1.7200000000000002,1.25
b,c,1.7200000000000002,1.2599999999999998
b,c,1.7200000000000002,1.27
b,c,1.7200000000000002,1.2799999999999998
b,c,1.7200000000000002,1.29
b,c,1.7200000000000002,1.2999999999999998
b,c,1.7200000000000002,1.31
b,c,1.7200000000000002,1.3199999999999998
b,c,1.7200000000000002,1.33
b,c,1.7200000000000002,1.3399999999999999
b,c,1.7200000000000002,1.35
b,c,1.7200000000000002,1.3599999999999999
b,c,1.7200000000000002,1.37
b,c,1.7200000000000002,1.38
b,c,1.7200000000000002,1.3900000000000001
b,c,1.7200000000000002,1.4
b,c,1.7200000000000002,1.4100000000000001
b,c,1.7200000000000002,1.42
b,c,1.7200000000000002,1.4300000000000002
b,c,1.7200000000000002,1.44
b,c,1.7200000000000002,1.4500000000000002
b,c,1.7200000000000002,1.46
b,c,1.7200000000000002,1.4700000000000002
b,c,1.7200000000000002,1.48
b,c,1.7200000000000002,1.4900000000000002
b,c,1.7200000000000002,1.5
b,c,1.7200000000000002,1.5099999999999998
b,c,1.7200000000000002,1.52
b,c,1.7200000000000002,1.5299999999999998
b,c,1.7200000000000002,1.54
b,c,1.7200000000000002,1.5499999999999998
b,c,1.7200000000000002,1.56
b,c,1.7200000000000002,1.5699999999999998
b,c,1.7200000000000002,1.58
b,c,1.7200000000000002,1.5899999999999999
b,c,1.7200000000000002,1.6
b,c,1.7200000000000002,1.6099999999999999
b,c,1.7200000000000002,1.62
b,c,1.7200000000000002,1.63
b,c,1.7200000000000002,1.6400000000000001
b,c,1.7200000000000002,1.65
b,c,1.7200000000000002,1.6600000000000001
b,c,1.7200000000000002,1.67
b,c,1.7200000000000002,1.6800000000000002
b,c,1.7200000000000002,1.69
b,c,1.7200000000000002,1.7000000000000002
b,c,1.7200000000000002,1.71
b,c,1.7200000000000002,1.7200000000000002
b,c,1.7200000000000002,1.73
b,c,1.7200000000000002,1.7400000000000002
b,c,1.7200000000000002,1.75
b,c,1.7200000000000002,1.7599999999999998
b,c,1.7200000000000002,1.77
b,c,1.7200000000000002,1.7799999999999998
b,c,1.7200000000000002,1.79
b,c,1.7200000000000002,1.7999999999999998
b,c,1.7200000000000002,1.81
b,c,1.7200000000000002,1.8199999999999998
b,c,1.7200000000000002,1.83
b,c,1.7200000000000002,1.8399999999999999
b,c,1.7200000000000002,1.85
b,c,1.7200000000000002,1.8599999999999999
b,c,1.7200000000000002,1.87
b,c,1.7200000000000002,1.88
b,c,1.7200000000000002,1.8900000000000001
b,c,1.7200000000000002,1.9
b,c,1.7200000000000002,1.9100000000000001
b,c,1.7200000000000002,1.92
b,c,1.7200000000000002,1.9300000000000002
b,c,1.7200000000000002,1.94
b,c,1.7200000000000002,1.9500000000000002
b,c,1.7200000000000002,1.96
b,c,1.7200000000000002,1.9700000000000002
b,c,1.7200000000000002,1.98
b,c,1.7200000000000002,1.9900000000000002
b,c,1.7200000000000002,2.0
b,c,1.73,1.0499999999999998
b,c,1.73,1.06
b,c,1.73,1.0699999999999998
b,c,1.73,1.08
b,c,1.73,1.0899999999999999
b,c,1.73,1.1
b,c,1.73,1.1099999999999999
b,c,1.73,1.12
b,c,1.73,1.13
b,c,1.73,1.1400000000000001
b,c,1.73,1.15
b,c,1.73,1.1600000000000001
b,c,1.73,1.17
b,c,1.73,1.1800000000000002
b,c,1.73,1.19
b,c,1.73,1.2000000000000002
b,c,1.73,1.21
b,c,1.73,1.2200000000000002
b,c,1.73,1.23
b,c,1.73,1.2400000000000002
b,c,1.73,1.25
b,c,1.73,1.2599999999999998
b,c,1.73,1.27
b,c,1.73,1.2799999999999998
b,c,1.73,1.29
b,c,1.73,1.2999999999999998
b,c,1.73,1.31
b,c,1.73,1.3199999999999998
b,c,1.73,1.33
b,c,1.73,1.3399999999999999
b,c,1.73,1.35
b,c,1.73,1.3599999999999999
b,c,1.73,1.37
b,c,1.73,1.38
b,c,1.73,1.3900000000000001
b,c,1.73,1.4
b,c,1.73,1.4100000000000001
b,c,1.73,1.42
b,c,1.73,1.4300000000000002
b,c,1.73,1.44
b,c,1.73,1.4500000000000002
b,c,1.73,1.46
b,c,1.73,1.4700000000000002
b,c,1.73,1.48
b,c,1.73,1.4900000000000002
b,c,1.73,1.5
b,c,1.73,1.5099999999999998
b,c,1.73,1.52
b,c,1.73,1.5299999999999998
b,c,1.73,1.54
b,c,1.73,1.5499999999999998
b,c,1.73,1.56
b,c,1.73,1.5699999999999998
b,c,1.73,1.58
b,c,1.73,1.5899999999999999
b,c,1.73,1.6
b,c,1.73,1.6099999999999999
b,c,1.73,1.62
b,c,1.73,1.63
b,c,1.73,1.6400000000000001
b,c,1.73,1.65
b,c,1.73,1.6600000000000001
b,c,1.73,1.67
b,c,1.73,1.6800000000000002
b,c,1.73,1.69
b,c,1.73,1.7000000000000002
b,c,1.73,1.71
b,c,1.73,1.7200000000000002
b,c,1.73,1.73
b,c,1.73,1.7400000000000002
b,c,1.73,1.75
b,c,1.73,1.7599999999999998
b,c,1.73,1.77
b,c,1.73,1.7799999999999998
b,c,1.73,1.79
b,c,1.73,1.7999999999999998
b,c,1.73,1.81
b,c,1.73,1.8199999999999998
b,c,1.73,1.83
b,c,1.73,1.8399999999999999
b,c,1.73,1.85
b,c,1.73,1.8599999999999999
b,c,1.73,1.87
b,c,1.73,1.88
b,c,1.73,1.8900000000000001
b,c,1.73,1.9
b,c,1.73,1.9100000000000001
b,c,1.73,1.92
b,c,1.73,1.9300000000000002
b,c,1.73,1.94
b,c,1.73,1.9500000000000002
b,c,1.73,1.96
b,c,1.73,1.9700000000000002
b,c,1.73,1.98
b,c,1.73,1.9900000000000002
b,c,1.73,2.0
b,c,1.7400000000000002,1.0499999999999998
b,c,1.7400000000000002,1.06
b,c,1.7400000000000002,1.0699999999999998
b,c,1.7400000000000002,1.08
b,c,1.7400000000000002,1.0899999999999999
b,c,1.7400000000000002,1.1
b,c,1.7400000000000002,1.1099999999999999
b,c,1.7400000000000002,1.12
b,c,1.7400000000000002,1.13
b,c,1.7400000000000002,1.1400000000000001
b,c,1.7400000000000002,1.15
b,c,1.7400000000000002,1.1600000000000001
b,c,1.7400000000000002,1.17
b,c,1.7400000000000002,1.1800000000000002
b,c,1.7400000000000002,1.19
b,c,1.7400000000000002,1.2000000000000002
b,c,1.7400000000000002,1.21
b,c,1.7400000000000002,1.2200000000000002
b,c,1.7400000000000002,1.23
b,c,1.7400000000000002,1.2400000000000002
b,c,1.7400000000000002,1.25
b,c,1.7400000000000002,1.2599999999999998
b,c,1.7400000000000002,1.27
b,c,1.7400000000000002,1.2799999999999998
b,c,1.7400000000000002,1.29
b,c,1.7400000000000002,1.2999999999999998
b,c,1.7400000000000002,1.31
b,c,1.7400000000000002,1.3199999999999998
b,c,1.7400000000000002,1.33
b,c,1.7400000000000002,1.3399999999999999
b,c,1.7400000000000002,1.35
b,c,1.7400000000000002,1.3599999999999999
b,c,1.7400000000000002,1.37
b,c,1.7400000000000002,1.38
b,c,1.7400000000000002,1.3900000000000001
b,c,1.7400000000000002,1.4
b,c,1.7400000000000002,1.4100000000000001
b,c,1.7400000000000002,1.42
b,c,1.7400000000000002,1.4300000000000002
b,c,1.7400000000000002,1.44
b,c,1.7400000000000002,1.4500000000000002
b,c,1.7400000000000002,1.46
b,c,1.7400000000000002,1.4700000000000002
b,c,1.7400000000000002,1.48
b,c,1.7400000000000002,1.4900000000000002
b,c,1.7400000000000002,1.5
b,c,1.7400000000000002,1.5099999999999998
b,c,1.7400000000000002,1.52
b,c,1.7400000000000002,1.5299999999999998
b,c,1.7400000000000002,1.54
b,c,1.7400000000000002,1.5499999999999998
b,c,1.7400000000000002,1.56
b,c,1.7400000000000002,1.5699999999999998
b,c,1.7400000000000002,1.58
b,c,1.7400000000000002,1.5899999999999999
b,c,1.7400000000000002,1.6
b,c,1.7400000000000002,1.6099999999999999
b,c,1.7400000000000002,1.62
b,c,1.7400000000000002,1.63
b,c,1.7400000000000002,1.6400000000000001
b,c,1.7400000000000002,1.65
b,c,1.7400000000000002,1.6600000000000001
b,c,1.7400000000000002,1.67
b,c,1.7400000000000002,1.6800000000000002
b,c,1.7400000000000002,1.69
b,c,1.7400000000000002,1.7000000000000002
b,c,1.7400000000000002,1.71
b,c,1.7400000000000002,1.7200000000000002
b,c,1.7400000000000002,1.73
b,c,1.7400000000000002,1.7400000000000002
b,c,1.7400000000000002,1.75
b,c,1.7400000000000002,1.7599999999999998
b,c,1.7400000000000002,1.77
b,c,1.7400000000000002,1.7799999999999998
b,c,1.7400000000000002,1.79
b,c,1.7400000000000002,1.7999999999999998
b,c,1.7400000000000002,1.81
b,c,1.7400000000000002,1.8199999999999998
b,c,1.7400000000000002,1.83
b,c,1.7400000000000002,1.8399999999999999
b,c,1.7400000000000002,1.85
b,c,1.7400000000000002,1.8599999999999999
b,c,1.7400000000000002,1.87
b,c,1.7400000000000002,1.88
b,c,1.7400000000000002,1.8900000000000001
b,c,1.7400000000000002,1.9
b,c,1.7400000000000002,1.9100000000000001
b,c,1.7400000000000002,1.92
b,c,1.7400000000000002,1.9300000000000002
b,c,1.7400000000000002,1.94
b,c,1.7400000000000002,1.9500000000000002
b,c,1.7400000000000002,1.96
b,c,1.7400000000000002,1.9700000000000002
b,c,1.7400000000000002,1.98
b,c,1.7400000000000002,1.9900000000000002
b,c,1.7400000000000002,2.0
b,c,1.75,1.04
b,c,1.75,1.0499999999999998
b,c,1.75,1.06
b,c,1.75,1.0699999999999998
b,c,1.75,1.08
b,c,1.75,1.0899999999999999
b,c,1.75,1.1
b,c,1.75,1.1099999999999999
b,c,1.75,1.12
b,c,1.75,1.13
b,c,1.75,1.1400000000000001
b,c,1.75,1.15
b,c,1.75,1.1600000000000001
b,c,1.75,1.17
b,c,1.75,1.1800000000000002
b,c,1.75,1.19
b,c,1.75,1.2000000000000002
b,c,1.75,1.21
b,c,1.75,1.2200000000000002
b,c,1.75,1.23
b,c,1.75,1.2400000000000002
b,c,1.75,1.25
b,c,1.75,1.2599999999999998
b,c,1.75,1.27
b,c,1.75,1.2799999999999998
b,c,1.75,1.29
b,c,1.75,1.2999999999999998
b,c,1.75,1.31
b,c,1.75,1.3199999999999998
b,c,1.75,1.33
b,c,1.75,1.3399999999999999
b,c,1.75,1.35
b,c,1.75,1.3599999999999999
b,c,1.75,1.37
b,c,1.75,1.38
b,c,1.75,1.3900000000000001
b,c,1.75,1.4
b,c,1.75,1.4100000000000001
b,c,1.75,1.42
b,c,1.75,1.4300000000000002
b,c,1.75,1.44
b,c,1.75,1.4500000000000002
b,c,1.75,1.46
b,c,1.75,1.4700000000000002
b,c,1.75,1.48
b,c,1.75,1.4900000000000002
b,c,1.75,1.5
b,c,1.75,1.5099999999999998
b,c,1.75,1.52
b,c,1.75,1.5299999999999998
b,c,1.75,1.54
b,c,1.75,1.5499999999999998
b,c,1.75,1.56
b,c,1.75,1.5699999999999998
b,c,1.75,1.58
b,c,1.75,1.5899999999999999
b,c,1.75,1.6
b,c,1.75,1.6099999999999999
b,c,1.75,1.62
b,c,1.75,1.63
b,c,1.75,1.6400000000000001
b,c,1.75,1.65
b,c,1.75,1.6600000000000001
b,c,1.75,1.67
b,c,1.75,1.6800000000000002
b,c,1.75,1.69
b,c,1.75,1.7000000000000002
b,c,1.75,1.71
b,c,1.75,1.7200000000000002
b,c,1.75,1.73
b,c,1.75,1.7400000000000002
b,c,1.75,1.75
b,c,1.75,1.7599999999999998
b,c,1.75,1.77
b,c,1.75,1.7799999999999998
b,c,1.75,1.79
b,c,1.75,1.7999999999999998
b,c,1.75,1.81
b,c,1.75,1.8199999999999998
b,c,1.75,1.83
b,c,1.75,1.8399999999999999
b,c,1.75,1.85
b,c,1.75,1.8599999999999999
b,c,1.75,1.87
b,c,1.75,1.88
b,c,1.75,1.8900000000000001
b,c,1.75,1.9
b,c,1.75,1.9100000000000001
b,c,1.75,1.92
b,c,1.75,1.9300000000000002
b,c,1.75,1.94
b,c,1.75,1.9500000000000002
b,c,1.75,1.96
b,c,1.75,1.9700000000000002
b,c,1.75,1.98
b,c,1.75,1.9900000000000002
b,c,1.75,2.0
b,c,1.7599999999999998,1.04
b,c,1.7599999999999998,1.0499999999999998
b,c,1.7599999999999998,1.06
b,c,1.7599999999999998,1.0699999999999998
b,c,1.7599999999999998,1.08
b,c,1.7599999999999998,1.0899999999999999
b,c,1.7599999999999998,1.1
b,c,1.7599999999999998,1.1099999999999999
b,c,1.7599999999999998,1.12
b,c,1.7599999999999998,1.13
b,c,1.7599999999999998,1.1400000000000001
b,c,1.7599999999999998,1.15
b,c,1.7599999999999998,1.1600000000000001
b,c,1.7599999999999998,1.17
b,c,1.7599999999999998,1.1800000000000002
b,c,1.7599999999999998,1.19
b,c,1.7599999999999998,1.2000000000000002
b,c,1.7599999999999998,1.21
b,c,1.7599999999999998,1.2200000000000002
b,c,1.7599999999999998,1.23
b,c,1.7599999999999998,1.2400000000000002
b,c,1.7599999999999998,1.25
b,c,1.7599999999999998,1.2599999999999998
b,c,1.7599999999999998,1.27
b,c,1.7599999999999998,1.2799999999999998
b,c,1.7599999999999998,1.29
b,c,1.7599999999999998,1.2999999999999998
b,c,1.7599999999999998,1.31
b,c,1.7599999999999998,1.3199999999999998
b,c,1.7599999999999998,1.33
b,c,1.7599999999999998,1.3399999999999999
b,c,1.7599999999999998,1.35
b,c,1.7599999999999998,1.3599999999999999
b,c,1.7599999999999998,1.37
b,c,1.7599999999999998,1.38
b,c,1.7599999999999998,1.3900000000000001
b,c,1.7599999999999998,1.4
b,c,1.7599999999999998,1.4100000000000001
b,c,1.7599999999999998,1.42
b,c,1.7599999999999998,1.4300000000000002
b,c,1.7599999999999998,1.44
b,c,1.7599999999999998,1.4500000000000002
b,c,1.7599999999999998,1.46
b,c,1.7599999999999998,1.4700000000000002
b,c,1.7599999999999998,1.48
b,c,1.7599999999999998,1.4900000000000002
b,c,1.7599999999999998,1.5
b,c,1.7599999999999998,1.5099999999999998
b,c,1.7599999999999998,1.52
b,c,1.7599999999999998,1.5299999999999998
b,c,1.7599999999999998,1.54
b,c,1.7599999999999998,1.5499999999999998
b,c,1.7599999999999998,1.56
b,c,1.7599999999999998,1.5699999999999998
b,c,1.7599999999999998,1.58
