LSiSi/LNaNa,LSiSi/LHH,log_a,log_b
b,c,2.02,1.1
b,c,2.02,1.1099999999999999
b,c,2.02,1.12
b,c,2.02,1.13
b,c,2.02,1.1400000000000001
b,c,2.02,1.15
b,c,2.02,1.1600000000000001
b,c,2.02,1.17
b,c,2.02,1.1800000000000002
b,c,2.02,1.19
b,c,2.02,1.2000000000000002
b,c,2.02,1.21
b,c,2.02,1.2200000000000002
b,c,2.02,1.23
b,c,2.02,1.2400000000000002
b,c,2.02,1.25
b,c,2.02,1.2599999999999998
b,c,2.02,1.27
b,c,2.02,1.2799999999999998
b,c,2.02,1.29
b,c,2.02,1.2999999999999998
b,c,2.02,1.31
b,c,2.02,1.3199999999999998
b,c,2.02,1.33
b,c,2.02,1.3399999999999999
b,c,2.02,1.35
b,c,2.02,1.3599999999999999
b,c,2.02,1.37
b,c,2.02,1.38
b,c,2.02,1.3900000000000001
b,c,2.02,1.4
b,c,2.02,1.4100000000000001
b,c,2.02,1.42
b,c,2.02,1.4300000000000002
b,c,2.02,1.44
b,c,2.02,1.4500000000000002
b,c,2.02,1.46
b,c,2.02,1.4700000000000002
b,c,2.02,1.48
b,c,2.02,1.4900000000000002
b,c,2.02,1.5
b,c,2.02,1.5099999999999998
b,c,2.02,1.52
b,c,2.02,1.5299999999999998
b,c,2.02,1.54
b,c,2.02,1.5499999999999998
b,c,2.02,1.56
b,c,2.02,1.5699999999999998
b,c,2.02,1.58
b,c,2.02,1.5899999999999999
b,c,2.02,1.6
b,c,2.02,1.6099999999999999
b,c,2.02,1.62
b,c,2.02,1.63
b,c,2.02,1.6400000000000001
b,c,2.02,1.65
b,c,2.02,1.6600000000000001
b,c,2.02,1.67
b,c,2.02,1.6800000000000002
b,c,2.02,1.69
b,c,2.02,1.7000000000000002
b,c,2.02,1.71
b,c,2.02,1.7200000000000002
b,c,2.02,1.73
b,c,2.02,1.7400000000000002
b,c,2.02,1.75
b,c,2.02,1.7599999999999998
b,c,2.02,1.77
b,c,2.02,1.7799999999999998
b,c,2.02,1.79
b,c,2.02,1.7999999999999998
b,c,2.02,1.81
b,c,2.02,1.8199999999999998
b,c,2.02,1.83
b,c,2.02,1.8399999999999999
b,c,2.02,1.85
b,c,2.02,1.8599999999999999
b,c,2.02,1.87
b,c,2.02,1.88
b,c,2.02,1.8900000000000001
b,c,2.02,1.9
b,c,2.02,1.9100000000000001
b,c,2.02,1.92
b,c,2.02,1.9300000000000002
b,c,2.02,1.94
b,c,2.02,1.9500000000000002
b,c,2.02,1.96
b,c,2.02,1.9700000000000002
b,c,2.02,1.98
b,c,2.02,1.9900000000000002
b,c,2.02,2.0
b,c,2.03,0.98
b,c,2.03,0.99
b,c,2.03,1.0
b,c,2.03,1.0099999999999998
b,c,2.03,1.02
b,c,2.03,1.0299999999999998
b,c,2.03,1.04
b,c,2.03,1.0499999999999998
b,c,2.03,1.06
b,c,2.03,1.0699999999999998
b,c,2.03,1.08
b,c,2.03,1.0899999999999999
b,c,2.03,1.1
b,c,2.03,1.1099999999999999
b,c,2.03,1.12
b,c,2.03,1.13
b,c,2.03,1.1400000000000001
b,c,2.03,1.15
b,c,2.03,1.1600000000000001
b,c,2.03,1.17
b,c,2.03,1.1800000000000002
b,c,2.03,1.19
b,c,2.03,1.2000000000000002
b,c,2.03,1.21
b,c,2.03,1.2200000000000002
b,c,2.03,1.23
b,c,2.03,1.2400000000000002
b,c,2.03,1.25
b,c,2.03,1.2599999999999998
b,c,2.03,1.27
b,c,2.03,1.2799999999999998
b,c,2.03,1.29
b,c,2.03,1.2999999999999998
b,c,2.03,1.31
b,c,2.03,1.3199999999999998
b,c,2.03,1.33
b,c,2.03,1.3399999999999999
b,c,2.03,1.35
b,c,2.03,1.3599999999999999
b,c,2.03,1.37
b,c,2.03,1.38
b,c,2.03,1.3900000000000001
b,c,2.03,1.4
b,c,2.03,1.4100000000000001
b,c,2.03,1.42
b,c,2.03,1.4300000000000002
b,c,2.03,1.44
b,c,2.03,1.4500000000000002
b,c,2.03,1.46
b,c,2.03,1.4700000000000002
b,c,2.03,1.48
b,c,2.03,1.4900000000000002
b,c,2.03,1.5
b,c,2.03,1.5099999999999998
b,c,2.03,1.52
b,c,2.03,1.5299999999999998
b,c,2.03,1.54
b,c,2.03,1.5499999999999998
b,c,2.03,1.56
b,c,2.03,1.5699999999999998
b,c,2.03,1.58
b,c,2.03,1.5899999999999999
b,c,2.03,1.6
b,c,2.03,1.6099999999999999
b,c,2.03,1.62
b,c,2.03,1.63
b,c,2.03,1.6400000000000001
b,c,2.03,1.65
b,c,2.03,1.6600000000000001
b,c,2.03,1.67
b,c,2.03,1.6800000000000002
b,c,2.03,1.69
b,c,2.03,1.7000000000000002
b,c,2.03,1.71
b,c,2.03,1.7200000000000002
b,c,2.03,1.73
b,c,2.03,1.7400000000000002
b,c,2.03,1.75
b,c,2.03,1.7599999999999998
b,c,2.03,1.77
b,c,2.03,1.7799999999999998
b,c,2.03,1.79
b,c,2.03,1.7999999999999998
b,c,2.03,1.81
b,c,2.03,1.8199999999999998
b,c,2.03,1.83
b,c,2.03,1.8399999999999999
b,c,2.03,1.85
b,c,2.03,1.8599999999999999
b,c,2.03,1.87
b,c,2.03,1.88
b,c,2.03,1.8900000000000001
b,c,2.03,1.9
b,c,2.03,1.9100000000000001
b,c,2.03,1.92
b,c,2.03,1.9300000000000002
b,c,2.03,1.94
b,c,2.03,1.9500000000000002
b,c,2.03,1.96
b,c,2.03,1.9700000000000002
b,c,2.03,1.98
b,c,2.03,1.9900000000000002
b,c,2.03,2.0
b,c,2.04,0.98
b,c,2.04,0.99
b,c,2.04,1.0
b,c,2.04,1.0099999999999998
b,c,2.04,1.02
b,c,2.04,1.0299999999999998
b,c,2.04,1.04
b,c,2.04,1.0499999999999998
b,c,2.04,1.06
b,c,2.04,1.0699999999999998
b,c,2.04,1.08
b,c,2.04,1.0899999999999999
b,c,2.04,1.1
b,c,2.04,1.1099999999999999
b,c,2.04,1.12
b,c,2.04,1.13
b,c,2.04,1.1400000000000001
b,c,2.04,1.15
b,c,2.04,1.1600000000000001
b,c,2.04,1.17
b,c,2.04,1.1800000000000002
b,c,2.04,1.19
b,c,2.04,1.2000000000000002
b,c,2.04,1.21
b,c,2.04,1.2200000000000002
b,c,2.04,1.23
b,c,2.04,1.2400000000000002
b,c,2.04,1.25
b,c,2.04,1.2599999999999998
b,c,2.04,1.27
b,c,2.04,1.2799999999999998
b,c,2.04,1.29
b,c,2.04,1.2999999999999998
b,c,2.04,1.31
b,c,2.04,1.3199999999999998
b,c,2.04,1.33
b,c,2.04,1.3399999999999999
b,c,2.04,1.35
b,c,2.04,1.3599999999999999
b,c,2.04,1.37
b,c,2.04,1.38
b,c,2.04,1.3900000000000001
b,c,2.04,1.4
b,c,2.04,1.4100000000000001
b,c,2.04,1.42
b,c,2.04,1.4300000000000002
b,c,2.04,1.44
b,c,2.04,1.4500000000000002
b,c,2.04,1.46
b,c,2.04,1.4700000000000002
b,c,2.04,1.48
b,c,2.04,1.4900000000000002
b,c,2.04,1.5
b,c,2.04,1.5099999999999998
b,c,2.04,1.52
b,c,2.04,1.5299999999999998
b,c,2.04,1.54
b,c,2.04,1.5499999999999998
b,c,2.04,1.56
b,c,2.04,1.5699999999999998
b,c,2.04,1.58
b,c,2.04,1.5899999999999999
b,c,2.04,1.6
b,c,2.04,1.6099999999999999
b,c,2.04,1.62
b,c,2.04,1.63
b,c,2.04,1.6400000000000001
b,c,2.04,1.65
b,c,2.04,1.6600000000000001
b,c,2.04,1.67
b,c,2.04,1.6800000000000002
b,c,2.04,1.69
b,c,2.04,1.7000000000000002
b,c,2.04,1.71
b,c,2.04,1.7200000000000002
b,c,2.04,1.73
b,c,2.04,1.7400000000000002
b,c,2.04,1.75
b,c,2.04,1.7599999999999998
b,c,2.04,1.77
b,c,2.04,1.7799999999999998
b,c,2.04,1.79
b,c,2.04,1.7999999999999998
b,c,2.04,1.81
b,c,2.04,1.8199999999999998
b,c,2.04,1.83
b,c,2.04,1.8399999999999999
b,c,2.04,1.85
b,c,2.04,1.8599999999999999
b,c,2.04,1.87
b,c,2.04,1.88
b,c,2.04,1.8900000000000001
b,c,2.04,1.9
b,c,2.04,1.9100000000000001
b,c,2.04,1.92
b,c,2.04,1.9300000000000002
b,c,2.04,1.94
b,c,2.04,1.9500000000000002
b,c,2.04,1.96
b,c,2.04,1.9700000000000002
b,c,2.04,1.98
b,c,2.04,1.9900000000000002
b,c,2.04,2.0
b,c,2.05,0.97
b,c,2.05,0.98
b,c,2.05,0.99
b,c,2.05,1.0
b,c,2.05,1.0099999999999998
b,c,2.05,1.02
b,c,2.05,1.0299999999999998
b,c,2.05,1.04
b,c,2.05,1.0499999999999998
b,c,2.05,1.06
b,c,2.05,1.0699999999999998
b,c,2.05,1.08
b,c,2.05,1.0899999999999999
b,c,2.05,1.1
b,c,2.05,1.1099999999999999
b,c,2.05,1.12
b,c,2.05,1.13
b,c,2.05,1.1400000000000001
b,c,2.05,1.15
b,c,2.05,1.1600000000000001
b,c,2.05,1.17
b,c,2.05,1.1800000000000002
b,c,2.05,1.19
b,c,2.05,1.2000000000000002
b,c,2.05,1.21
b,c,2.05,1.2200000000000002
b,c,2.05,1.23
b,c,2.05,1.2400000000000002
b,c,2.05,1.25
b,c,2.05,1.2599999999999998
b,c,2.05,1.27
b,c,2.05,1.2799999999999998
b,c,2.05,1.29
b,c,2.05,1.2999999999999998
b,c,2.05,1.31
b,c,2.05,1.3199999999999998
b,c,2.05,1.33
b,c,2.05,1.3399999999999999
b,c,2.05,1.35
b,c,2.05,1.3599999999999999
b,c,2.05,1.37
b,c,2.05,1.38
b,c,2.05,1.3900000000000001
b,c,2.05,1.4
b,c,2.05,1.4100000000000001
b,c,2.05,1.42
b,c,2.05,1.4300000000000002
b,c,2.05,1.44
b,c,2.05,1.4500000000000002
b,c,2.05,1.46
b,c,2.05,1.4700000000000002
b,c,2.05,1.48
b,c,2.05,1.4900000000000002
b,c,2.05,1.5
b,c,2.05,1.5099999999999998
b,c,2.05,1.52
b,c,2.05,1.5299999999999998
b,c,2.05,1.54
b,c,2.05,1.5499999999999998
b,c,2.05,1.56
b,c,2.05,1.5699999999999998
b,c,2.05,1.58
b,c,2.05,1.5899999999999999
b,c,2.05,1.6
b,c,2.05,1.6099999999999999
b,c,2.05,1.62
b,c,2.05,1.63
b,c,2.05,1.6400000000000001
b,c,2.05,1.65
b,c,2.05,1.6600000000000001
b,c,2.05,1.67
b,c,2.05,1.6800000000000002
b,c,2.05,1.69
b,c,2.05,1.7000000000000002
b,c,2.05,1.71
b,c,2.05,1.7200000000000002
b,c,2.05,1.73
b,c,2.05,1.7400000000000002
b,c,2.05,1.75
b,c,2.05,1.7599999999999998
b,c,2.05,1.77
b,c,2.05,1.7799999999999998
b,c,2.05,1.79
b,c,2.05,1.7999999999999998
b,c,2.05,1.81
b,c,2.05,1.8199999999999998
b,c,2.05,1.83
b,c,2.05,1.8399999999999999
b,c,2.05,1.85
b,c,2.05,1.8599999999999999
b,c,2.05,1.87
b,c,2.05,1.88
b,c,2.05,1.8900000000000001
b,c,2.05,1.9
b,c,2.05,1.9100000000000001
b,c,2.05,1.92
b,c,2.05,1.9300000000000002
b,c,2.05,1.94
b,c,2.05,1.9500000000000002
b,c,2.05,1.96
b,c,2.05,1.9700000000000002
b,c,2.05,1.98
b,c,2.05,1.9900000000000002
b,c,2.05,2.0
b,c,2.06,0.97
b,c,2.06,0.98
b,c,2.06,0.99
b,c,2.06,1.0
b,c,2.06,1.0099999999999998
b,c,2.06,1.02
b,c,2.06,1.0299999999999998
b,c,2.06,1.04
b,c,2.06,1.0499999999999998
b,c,2.06,1.06
b,c,2.06,1.0699999999999998
b,c,2.06,1.08
b,c,2.06,1.0899999999999999
b,c,2.06,1.1
b,c,2.06,1.1099999999999999
b,c,2.06,1.12
b,c,2.06,1.13
b,c,2.06,1.1400000000000001
b,c,2.06,1.15
b,c,2.06,1.1600000000000001
b,c,2.06,1.17
b,c,2.06,1.1800000000000002
b,c,2.06,1.19
b,c,2.06,1.2000000000000002
b,c,2.06,1.21
b,c,2.06,1.2200000000000002
b,c,2.06,1.23
b,c,2.06,1.2400000000000002
b,c,2.06,1.25
b,c,2.06,1.2599999999999998
b,c,2.06,1.27
b,c,2.06,1.2799999999999998
b,c,2.06,1.29
b,c,2.06,1.2999999999999998
b,c,2.06,1.31
b,c,2.06,1.3199999999999998
b,c,2.06,1.33
b,c,2.06,1.3399999999999999
b,c,2.06,1.35
b,c,2.06,1.3599999999999999
b,c,2.06,1.37
b,c,2.06,1.38
b,c,2.06,1.3900000000000001
b,c,2.06,1.4
b,c,2.06,1.4100000000000001
b,c,2.06,1.42
b,c,2.06,1.4300000000000002
b,c,2.06,1.44
b,c,2.06,1.4500000000000002
b,c,2.06,1.46
b,c,2.06,1.4700000000000002
b,c,2.06,1.48
b,c,2.06,1.4900000000000002
b,c,2.06,1.5
b,c,2.06,1.5099999999999998
b,c,2.06,1.52
b,c,2.06,1.5299999999999998
b,c,2.06,1.54
b,c,2.06,1.5499999999999998
b,c,2.06,1.56
b,c,2.06,1.5699999999999998
b,c,2.06,1.58
b,c,2.06,1.5899999999999999
b,c,2.06,1.6
b,c,2.06,1.6099999999999999
b,c,2.06,1.62
b,c,2.06,1.63
b,c,2.06,1.6400000000000001
b,c,2.06,1.65
b,c,2.06,1.6600000000000001
b,c,2.06,1.67
b,c,2.06,1.6800000000000002
b,c,2.06,1.69
b,c,2.06,1.7000000000000002
b,c,2.06,1.71
b,c,2.06,1.7200000000000002
b,c,2.06,1.73
b,c,2.06,1.7400000000000002
b,c,2.06,1.75
b,c,2.06,1.7599999999999998
b,c,2.06,1.77
b,c,2.06,1.7799999999999998
b,c,2.06,1.79
b,c,2.06,1.7999999999999998
b,c,2.06,1.81
b,c,2.06,1.8199999999999998
b,c,2.06,1.83
b,c,2.06,1.8399999999999999
b,c,2.06,1.85
b,c,2.06,1.8599999999999999
b,c,2.06,1.87
b,c,2.06,1.88
b,c,2.06,1.8900000000000001
b,c,2.06,1.9
b,c,2.06,1.9100000000000001
b,c,2.06,1.92
b,c,2.06,1.9300000000000002
b,c,2.06,1.94
b,c,2.06,1.9500000000000002
b,c,2.06,1.96
b,c,2.06,1.9700000000000002
b,c,2.06,1.98
b,c,2.06,1.9900000000000002
b,c,2.06,2.0
b,c,2.07,0.97
b,c,2.07,0.98
b,c,2.07,0.99
b,c,2.07,1.0
b,c,2.07,1.0099999999999998
b,c,2.07,1.02
b,c,2.07,1.0299999999999998
b,c,2.07,1.04
b,c,2.07,1.0499999999999998
b,c,2.07,1.06
b,c,2.07,1.0699999999999998
b,c,2.07,1.08
b,c,2.07,1.0899999999999999
b,c,2.07,1.1
b,c,2.07,1.1099999999999999
b,c,2.07,1.12
b,c,2.07,1.13
b,c,2.07,1.1400000000000001
b,c,2.07,1.15
b,c,2.07,1.1600000000000001
b,c,2.07,1.17
b,c,2.07,1.1800000000000002
b,c,2.07,1.19
b,c,2.07,1.2000000000000002
b,c,2.07,1.21
b,c,2.07,1.2200000000000002
b,c,2.07,1.23
b,c,2.07,1.2400000000000002
b,c,2.07,1.25
b,c,2.07,1.2599999999999998
b,c,2.07,1.27
b,c,2.07,1.2799999999999998
b,c,2.07,1.29
b,c,2.07,1.2999999999999998
b,c,2.07,1.31
b,c,2.07,1.3199999999999998
b,c,2.07,1.33
b,c,2.07,1.3399999999999999
b,c,2.07,1.35
b,c,2.07,1.3599999999999999
b,c,2.07,1.37
b,c,2.07,1.38
b,c,2.07,1.3900000000000001
b,c,2.07,1.4
b,c,2.07,1.4100000000000001
b,c,2.07,1.42
b,c,2.07,1.4300000000000002
b,c,2.07,1.44
b,c,2.07,1.4500000000000002
b,c,2.07,1.46
b,c,2.07,1.4700000000000002
b,c,2.07,1.48
b,c,2.07,1.4900000000000002
b,c,2.07,1.5
b,c,2.07,1.5099999999999998
b,c,2.07,1.52
b,c,2.07,1.5299999999999998
b,c,2.07,1.54
b,c,2.07,1.5499999999999998
b,c,2.07,1.56
b,c,2.07,1.5699999999999998
b,c,2.07,1.58
b,c,2.07,1.5899999999999999
b,c,2.07,1.6
b,c,2.07,1.6099999999999999
b,c,2.07,1.62
b,c,2.07,1.63
b,c,2.07,1.6400000000000001
b,c,2.07,1.65
b,c,2.07,1.6600000000000001
b,c,2.07,1.67
b,c,2.07,1.6800000000000002
b,c,2.07,1.69
b,c,2.07,1.7000000000000002
b,c,2.07,1.71
b,c,2.07,1.7200000000000002
b,c,2.07,1.73
b,c,2.07,1.7400000000000002
b,c,2.07,1.75
b,c,2.07,1.7599999999999998
b,c,2.07,1.77
b,c,2.07,1.7799999999999998
b,c,2.07,1.79
b,c,2.07,1.7999999999999998
b,c,2.07,1.81
b,c,2.07,1.8199999999999998
b,c,2.07,1.83
b,c,2.07,1.8399999999999999
b,c,2.07,1.85
b,c,2.07,1.8599999999999999
b,c,2.07,1.87
b,c,2.07,1.88
b,c,2.07,1.8900000000000001
b,c,2.07,1.9
b,c,2.07,1.9100000000000001
b,c,2.07,1.92
b,c,2.07,1.9300000000000002
b,c,2.07,1.94
b,c,2.07,1.9500000000000002
b,c,2.07,1.96
b,c,2.07,1.9700000000000002
b,c,2.07,1.98
b,c,2.07,1.9900000000000002
b,c,2.07,2.0
b,c,2.08,0.97
b,c,2.08,0.98
b,c,2.08,0.99
b,c,2.08,1.0
b,c,2.08,1.0099999999999998
b,c,2.08,1.02
b,c,2.08,1.0299999999999998
b,c,2.08,1.04
b,c,2.08,1.0499999999999998
b,c,2.08,1.06
b,c,2.08,1.0699999999999998
b,c,2.08,1.08
b,c,2.08,1.0899999999999999
b,c,2.08,1.1
b,c,2.08,1.1099999999999999
b,c,2.08,1.12
b,c,2.08,1.13
b,c,2.08,1.1400000000000001
b,c,2.08,1.15
b,c,2.08,1.1600000000000001
b,c,2.08,1.17
b,c,2.08,1.1800000000000002
b,c,2.08,1.19
b,c,2.08,1.2000000000000002
b,c,2.08,1.21
b,c,2.08,1.2200000000000002
b,c,2.08,1.23
b,c,2.08,1.2400000000000002
b,c,2.08,1.25
b,c,2.08,1.2599999999999998
b,c,2.08,1.27
b,c,2.08,1.2799999999999998
b,c,2.08,1.29
b,c,2.08,1.2999999999999998
b,c,2.08,1.31
b,c,2.08,1.3199999999999998
b,c,2.08,1.33
b,c,2.08,1.3399999999999999
b,c,2.08,1.35
b,c,2.08,1.3599999999999999
b,c,2.08,1.37
b,c,2.08,1.38
b,c,2.08,1.3900000000000001
b,c,2.08,1.4
b,c,2.08,1.4100000000000001
b,c,2.08,1.42
b,c,2.08,1.4300000000000002
b,c,2.08,1.44
b,c,2.08,1.4500000000000002
b,c,2.08,1.46
b,c,2.08,1.4700000000000002
b,c,2.08,1.48
b,c,2.08,1.4900000000000002
b,c,2.08,1.5
b,c,2.08,1.5099999999999998
b,c,2.08,1.52
b,c,2.08,1.5299999999999998
b,c,2.08,1.54
b,c,2.08,1.5499999999999998
b,c,2.08,1.56
b,c,2.08,1.5699999999999998
b,c,2.08,1.58
b,c,2.08,1.5899999999999999
b,c,2.08,1.6
b,c,2.08,1.6099999999999999
b,c,2.08,1.62
b,c,2.08,1.63
b,c,2.08,1.6400000000000001
b,c,2.08,1.65
b,c,2.08,1.6600000000000001
b,c,2.08,1.67
b,c,2.08,1.6800000000000002
b,c,2.08,1.69
b,c,2.08,1.7000000000000002
b,c,2.08,1.71
b,c,2.08,1.7200000000000002
b,c,2.08,1.73
b,c,2.08,1.7400000000000002
b,c,2.08,1.75
b,c,2.08,1.7599999999999998
b,c,2.08,1.77
b,c,2.08,1.7799999999999998
b,c,2.08,1.79
b,c,2.08,1.7999999999999998
b,c,2.08,1.81
b,c,2.08,1.8199999999999998
b,c,2.08,1.83
b,c,2.08,1.8399999999999999
b,c,2.08,1.85
b,c,2.08,1.8599999999999999
b,c,2.08,1.87
b,c,2.08,1.88
b,c,2.08,1.8900000000000001
b,c,2.08,1.9
b,c,2.08,1.9100000000000001
b,c,2.08,1.92
b,c,2.08,1.9300000000000002
b,c,2.08,1.94
b,c,2.08,1.9500000000000002
b,c,2.08,1.96
b,c,2.08,1.9700000000000002
b,c,2.08,1.98
b,c,2.08,1.9900000000000002
b,c,2.08,2.0
b,c,2.09,0.97
b,c,2.09,0.98
b,c,2.09,0.99
b,c,2.09,1.0
b,c,2.09,1.0099999999999998
b,c,2.09,1.02
b,c,2.09,1.0299999999999998
b,c,2.09,1.04
b,c,2.09,1.0499999999999998
b,c,2.09,1.06
b,c,2.09,1.0699999999999998
b,c,2.09,1.08
b,c,2.09,1.0899999999999999
b,c,2.09,1.1
b,c,2.09,1.1099999999999999
b,c,2.09,1.12
b,c,2.09,1.13
b,c,2.09,1.1400000000000001
b,c,2.09,1.15
b,c,2.09,1.1600000000000001
b,c,2.09,1.17
b,c,2.09,1.1800000000000002
b,c,2.09,1.19
b,c,2.09,1.2000000000000002
b,c,2.09,1.21
b,c,2.09,1.2200000000000002
b,c,2.09,1.23
b,c,2.09,1.2400000000000002
b,c,2.09,1.25
b,c,2.09,1.2599999999999998
b,c,2.09,1.27
b,c,2.09,1.2799999999999998
b,c,2.09,1.29
b,c,2.09,1.2999999999999998
b,c,2.09,1.31
b,c,2.09,1.3199999999999998
b,c,2.09,1.33
b,c,2.09,1.3399999999999999
b,c,2.09,1.35
b,c,2.09,1.3599999999999999
b,c,2.09,1.37
b,c,2.09,1.38
b,c,2.09,1.3900000000000001
b,c,2.09,1.4
b,c,2.09,1.4100000000000001
b,c,2.09,1.42
b,c,2.09,1.4300000000000002
b,c,2.09,1.44
b,c,2.09,1.4500000000000002
b,c,2.09,1.46
b,c,2.09,1.4700000000000002
b,c,2.09,1.48
b,c,2.09,1.4900000000000002
b,c,2.09,1.5
b,c,2.09,1.5099999999999998
b,c,2.09,1.52
b,c,2.09,1.5299999999999998
b,c,2.09,1.54
b,c,2.09,1.5499999999999998
b,c,2.09,1.56
b,c,2.09,1.5699999999999998
b,c,2.09,1.58
b,c,2.09,1.5899999999999999
b,c,2.09,1.6
b,c,2.09,1.6099999999999999
b,c,2.09,1.62
b,c,2.09,1.63
b,c,2.09,1.6400000000000001
b,c,2.09,1.65
b,c,2.09,1.6600000000000001
b,c,2.09,1.67
b,c,2.09,1.6800000000000002
b,c,2.09,1.69
b,c,2.09,1.7000000000000002
b,c,2.09,1.71
b,c,2.09,1.7200000000000002
b,c,2.09,1.73
b,c,2.09,1.7400000000000002
b,c,2.09,1.75
b,c,2.09,1.7599999999999998
b,c,2.09,1.77
b,c,2.09,1.7799999999999998
b,c,2.09,1.79
b,c,2.09,1.7999999999999998
b,c,2.09,1.81
b,c,2.09,1.8199999999999998
b,c,2.09,1.83
b,c,2.09,1.8399999999999999
b,c,2.09,1.85
b,c,2.09,1.8599999999999999
b,c,2.09,1.87
b,c,2.09,1.88
b,c,2.09,1.8900000000000001
b,c,2.09,1.9
b,c,2.09,1.9100000000000001
b,c,2.09,1.92
b,c,2.09,1.9300000000000002
b,c,2.09,1.94
b,c,2.09,1.9500000000000002
b,c,2.09,1.96
b,c,2.09,1.9700000000000002
b,c,2.09,1.98
b,c,2.09,1.9900000000000002
b,c,2.09,2.0
b,c,2.1,0.97
b,c,2.1,0.98
b,c,2.1,0.99
b,c,2.1,1.0
b,c,2.1,1.0099999999999998
b,c,2.1,1.02
b,c,2.1,1.0299999999999998
b,c,2.1,1.04
b,c,2.1,1.0499999999999998
b,c,2.1,1.06
b,c,2.1,1.0699999999999998
b,c,2.1,1.08
b,c,2.1,1.0899999999999999
b,c,2.1,1.1
b,c,2.1,1.1099999999999999
b,c,2.1,1.12
b,c,2.1,1.13
b,c,2.1,1.1400000000000001
b,c,2.1,1.15
b,c,2.1,1.1600000000000001
b,c,2.1,1.17
b,c,2.1,1.1800000000000002
b,c,2.1,1.19
b,c,2.1,1.2000000000000002
b,c,2.1,1.21
b,c,2.1,1.2200000000000002
b,c,2.1,1.23
b,c,2.1,1.2400000000000002
b,c,2.1,1.25
b,c,2.1,1.2599999999999998
b,c,2.1,1.27
b,c,2.1,1.2799999999999998
b,c,2.1,1.29
b,c,2.1,1.2999999999999998
b,c,2.1,1.31
b,c,2.1,1.3199999999999998
b,c,2.1,1.33
b,c,2.1,1.3399999999999999
b,c,2.1,1.35
b,c,2.1,1.3599999999999999
b,c,2.1,1.37
b,c,2.1,1.38
b,c,2.1,1.3900000000000001
b,c,2.1,1.4
b,c,2.1,1.4100000000000001
b,c,2.1,1.42
b,c,2.1,1.4300000000000002
b,c,2.1,1.44
b,c,2.1,1.4500000000000002
b,c,2.1,1.46
b,c,2.1,1.4700000000000002
b,c,2.1,1.48
b,c,2.1,1.4900000000000002
b,c,2.1,1.5
b,c,2.1,1.5099999999999998
b,c,2.1,1.52
b,c,2.1,1.5299999999999998
b,c,2.1,1.54
b,c,2.1,1.5499999999999998
b,c,2.1,1.56
b,c,2.1,1.5699999999999998
b,c,2.1,1.58
b,c,2.1,1.5899999999999999
b,c,2.1,1.6
b,c,2.1,1.6099999999999999
b,c,2.1,1.62
b,c,2.1,1.63
b,c,2.1,1.6400000000000001
b,c,2.1,1.65
b,c,2.1,1.6600000000000001
b,c,2.1,1.67
b,c,2.1,1.6800000000000002
b,c,2.1,1.69
b,c,2.1,1.7000000000000002
b,c,2.1,1.71
b,c,2.1,1.7200000000000002
b,c,2.1,1.73
b,c,2.1,1.7400000000000002
b,c,2.1,1.75
b,c,2.1,1.7599999999999998
b,c,2.1,1.77
b,c,2.1,1.7799999999999998
b,c,2.1,1.79
b,c,2.1,1.7999999999999998
b,c,2.1,1.81
b,c,2.1,1.8199999999999998
b,c,2.1,1.83
b,c,2.1,1.8399999999999999
b,c,2.1,1.85
b,c,2.1,1.8599999999999999
b,c,2.1,1.87
b,c,2.1,1.88
b,c,2.1,1.8900000000000001
b,c,2.1,1.9
b,c,2.1,1.9100000000000001
b,c,2.1,1.92
b,c,2.1,1.9300000000000002
b,c,2.1,1.94
b,c,2.1,1.9500000000000002
b,c,2.1,1.96
b,c,2.1,1.9700000000000002
b,c,2.1,1.98
b,c,2.1,1.9900000000000002
b,c,2.1,2.0
b,c,2.11,0.97
b,c,2.11,0.98
b,c,2.11,0.99
b,c,2.11,1.0
b,c,2.11,1.0099999999999998
b,c,2.11,1.02
b,c,2.11,1.0299999999999998
b,c,2.11,1.04
b,c,2.11,1.0499999999999998
b,c,2.11,1.06
b,c,2.11,1.0699999999999998
b,c,2.11,1.08
b,c,2.11,1.0899999999999999
b,c,2.11,1.1
b,c,2.11,1.1099999999999999
b,c,2.11,1.12
b,c,2.11,1.13
b,c,2.11,1.1400000000000001
b,c,2.11,1.15
b,c,2.11,1.1600000000000001
b,c,2.11,1.17
b,c,2.11,1.1800000000000002
b,c,2.11,1.19
b,c,2.11,1.2000000000000002
b,c,2.11,1.21
b,c,2.11,1.2200000000000002
b,c,2.11,1.23
b,c,2.11,1.2400000000000002
b,c,2.11,1.25
b,c,2.11,1.2599999999999998
b,c,2.11,1.27
b,c,2.11,1.2799999999999998
b,c,2.11,1.29
b,c,2.11,1.2999999999999998
b,c,2.11,1.31
b,c,2.11,1.3199999999999998
b,c,2.11,1.33
b,c,2.11,1.3399999999999999
b,c,2.11,1.35
b,c,2.11,1.3599999999999999
b,c,2.11,1.37
b,c,2.11,1.38
b,c,2.11,1.3900000000000001
b,c,2.11,1.4
b,c,2.11,1.4100000000000001
b,c,2.11,1.42
b,c,2.11,1.4300000000000002
b,c,2.11,1.44
b,c,2.11,1.4500000000000002
b,c,2.11,1.46
b,c,2.11,1.4700000000000002
b,c,2.11,1.48
b,c,2.11,1.4900000000000002
b,c,2.11,1.5
